,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,红球_7,红球_8,红球_9,红球_10,红球_11,红球_12,红球_13,红球_14,红球_15,红球_16,红球_17,红球_18,红球_19,红球_20
903,2023069,1,6,9,10,22,23,28,29,40,41,44,48,49,53,59,60,62,65,77,78
904,2023068,1,7,11,14,18,19,21,30,35,36,44,51,55,56,57,65,67,68,73,75
905,2023067,2,8,9,12,13,15,19,26,32,39,41,44,47,53,56,71,72,74,78,80
906,2023066,6,9,11,18,19,25,26,34,38,42,43,44,52,56,57,65,67,70,71,75
907,2023065,1,14,24,28,30,35,37,38,39,44,45,47,51,52,58,61,70,72,76,79
908,2023064,2,4,9,11,12,16,22,29,33,39,40,43,45,60,63,65,70,72,73,78
909,2023063,5,8,15,24,25,28,31,33,36,37,39,47,48,56,60,63,64,70,77,80
910,2023062,2,15,16,20,22,23,24,30,32,33,39,40,41,43,47,58,59,70,71,79
911,2023061,1,2,3,4,7,12,24,27,32,35,37,38,44,45,54,61,62,66,75,76
912,2023060,2,4,6,8,17,20,24,26,47,50,51,52,55,62,63,64,65,71,73,79
913,2023059,1,2,7,12,20,25,28,32,34,37,38,43,49,53,58,60,61,66,71,72
914,2023058,1,5,11,14,15,23,27,28,29,31,37,43,44,48,52,56,58,63,71,76
915,2023057,2,4,5,7,11,13,16,21,22,26,33,37,41,43,44,46,48,66,72,79
916,2023056,4,10,12,14,18,28,32,38,42,43,47,54,60,62,67,69,77,78,79,80
917,2023055,6,11,14,20,24,27,29,36,38,39,41,44,49,50,52,57,61,68,69,80
918,2023054,3,4,9,18,21,27,28,31,33,44,45,46,48,50,51,56,57,59,63,72
919,2023053,3,6,7,13,18,21,24,26,32,35,45,47,49,50,53,56,69,72,73,75
920,2023052,1,3,9,12,17,18,20,24,26,27,35,36,37,40,43,50,52,53,73,75
921,2023051,2,6,8,14,17,22,25,28,30,36,37,40,42,44,45,58,66,67,72,80
922,2023050,1,6,10,16,20,23,27,35,36,44,49,50,52,59,63,66,67,68,73,78
923,2023049,1,6,7,9,18,24,27,34,35,37,40,50,53,55,59,61,67,72,77,80
924,2023048,3,13,19,25,32,34,45,46,49,53,56,57,58,59,61,67,70,72,78,79
925,2023047,6,9,13,17,23,36,39,42,43,48,49,52,53,56,60,62,64,69,76,79
926,2023046,5,8,10,19,21,22,24,25,27,28,40,41,48,49,57,58,62,68,69,77
927,2023045,6,7,9,14,17,18,31,37,38,49,50,54,55,62,63,68,74,77,78,80
928,2023044,12,15,22,28,30,31,32,35,39,40,44,46,47,48,53,55,62,63,68,71
929,2023043,2,9,11,20,23,24,33,37,38,43,44,45,47,54,59,62,66,70,71,75
930,2023042,13,16,17,19,24,27,28,31,34,35,37,40,42,48,49,54,58,73,76,78
931,2023041,5,10,12,15,20,23,28,37,39,40,43,47,50,57,60,67,68,70,72,73
932,2023040,5,11,13,20,25,27,29,32,33,35,37,38,44,46,52,58,64,69,76,79
933,2023039,1,4,12,23,24,29,36,42,44,46,51,55,57,58,60,65,70,73,76,79
934,2023038,2,9,12,20,21,23,36,38,42,45,47,49,55,56,61,68,69,75,78,80
935,2023037,5,7,11,14,15,17,20,21,40,45,48,50,52,56,58,65,68,69,70,79
936,2023036,4,6,8,9,11,22,25,27,28,34,36,37,39,45,53,57,62,67,74,75
937,2023035,6,7,14,20,21,25,26,31,32,33,35,39,41,48,52,68,69,70,71,78
938,2023034,6,7,8,11,14,15,16,17,21,23,24,43,49,58,62,63,67,68,72,73
939,2023033,19,22,24,25,27,30,33,35,38,42,43,47,49,54,55,63,67,72,76,78
940,2023032,7,8,15,20,22,25,27,32,34,38,41,43,46,52,56,64,69,72,74,75
941,2023031,1,6,7,10,12,13,17,21,30,39,47,49,52,54,56,57,61,67,74,80
942,2023030,3,4,6,15,16,19,20,23,24,30,31,34,37,40,42,43,47,49,57,76
943,2023029,2,4,11,12,22,25,31,36,39,41,42,43,45,47,56,58,71,75,78,80
944,2023028,2,5,8,11,15,21,29,30,32,34,41,43,48,49,50,54,58,66,71,79
945,2023027,2,4,6,7,13,19,22,25,28,34,39,40,41,48,53,70,74,75,78,79
946,2023026,2,5,16,18,28,29,32,38,41,44,45,52,56,62,69,73,74,78,79,80
947,2023025,1,4,6,15,16,23,26,27,33,36,39,46,51,57,58,64,71,74,78,80
948,2023024,3,6,11,26,28,33,38,43,45,46,49,54,56,58,60,68,70,71,73,76
949,2023023,10,12,20,22,23,25,33,34,35,43,44,45,51,61,66,70,71,76,78,79
950,2023022,3,11,23,24,25,28,33,36,37,40,45,51,58,59,61,63,64,77,79,80
951,2023021,1,3,4,7,9,11,12,14,15,21,23,36,39,46,48,51,60,63,67,79
952,2023020,1,3,9,18,23,24,25,26,28,29,34,39,43,45,49,51,57,77,78,79
953,2023019,6,7,8,15,16,21,23,27,28,32,38,40,44,57,58,59,65,73,74,75
954,2023018,3,4,6,7,11,15,31,32,38,40,45,52,54,57,58,67,71,75,77,79
955,2023017,2,6,9,18,19,22,23,24,31,33,37,41,44,48,51,55,59,71,74,79
956,2023016,4,7,19,23,24,30,34,36,43,47,49,51,55,59,60,63,64,67,71,73
957,2023015,6,7,9,13,16,23,24,33,34,38,39,40,45,54,56,63,64,71,76,80
958,2023014,10,12,17,18,20,23,27,28,31,34,53,59,63,64,66,67,71,74,79,80
959,2023013,1,3,5,6,11,18,27,30,34,40,41,49,53,58,60,62,66,72,76,77
960,2023012,1,3,6,8,10,19,20,23,29,32,34,38,41,42,44,50,53,69,70,72
961,2023011,1,4,8,10,16,18,28,29,37,39,43,44,49,53,55,64,72,73,74,80
962,2023010,7,8,11,13,14,23,24,34,40,43,45,48,54,57,63,68,69,72,76,78
963,2023009,1,2,3,11,14,15,18,22,26,29,39,46,55,56,57,60,61,68,75,77
964,2023008,3,15,18,20,24,26,27,28,29,31,35,36,53,54,55,58,67,73,78,80
965,2023007,1,5,14,17,18,19,20,22,26,31,36,43,54,60,68,71,73,74,75,78
966,2023006,6,8,14,17,20,21,22,41,45,52,56,58,59,61,63,66,68,70,72,75
967,2023005,1,2,6,8,9,15,17,22,27,33,42,45,47,53,61,64,71,72,73,76
968,2023004,2,4,5,8,9,12,15,16,25,27,32,36,41,46,49,58,67,68,69,71
969,2023003,1,4,6,8,30,31,32,37,38,39,43,48,49,51,57,59,62,63,79,80
970,2023002,6,10,16,17,19,20,25,29,39,47,53,61,62,63,66,69,71,75,78,80
971,2023001,5,7,8,9,12,13,21,22,28,29,30,33,39,41,45,52,55,67,72,73
972,2022351,4,14,16,20,21,24,25,31,33,42,44,46,48,54,57,60,67,72,76,80
973,2022350,14,16,18,21,23,27,30,32,35,42,47,52,57,58,59,61,62,68,75,76
974,2022349,4,7,9,11,16,18,23,27,31,36,37,42,47,48,51,52,56,68,72,79
975,2022348,4,5,6,9,11,22,23,25,27,28,39,40,42,43,49,50,60,61,64,80
976,2022347,1,4,6,9,10,13,24,30,38,39,45,47,49,50,54,58,65,66,72,75
977,2022346,1,4,6,7,8,10,17,18,19,26,35,37,41,44,45,49,59,66,73,75
978,2022345,2,7,13,18,20,26,31,32,34,36,41,44,53,57,58,60,68,73,75,77
979,2022344,6,15,18,32,34,35,37,38,39,40,42,49,52,53,57,59,61,66,73,77
980,2022343,4,5,9,13,15,20,23,26,31,51,53,58,59,67,70,71,77,78,79,80
981,2022342,11,15,16,22,29,30,35,37,40,42,45,49,53,55,59,64,67,68,76,79
982,2022341,4,5,6,10,14,21,24,25,29,33,47,53,54,57,62,67,68,73,74,76
983,2022340,1,6,13,14,17,19,26,27,36,42,44,45,46,49,57,58,64,68,72,77
984,2022339,7,8,10,14,16,17,28,29,31,33,34,40,44,46,48,49,62,63,64,77
985,2022338,1,3,4,7,12,15,17,27,29,37,50,53,55,59,64,65,66,71,73,78
986,2022337,1,8,9,10,11,17,20,24,25,38,40,42,52,53,60,66,68,72,74,79
987,2022336,6,10,20,22,26,28,31,32,33,34,35,39,40,47,51,53,56,57,58,69
988,2022335,1,2,3,5,7,8,18,32,35,36,40,43,45,46,51,55,56,68,71,76
989,2022334,2,14,15,21,26,27,37,39,40,42,45,50,51,61,63,65,67,71,78,80
990,2022333,2,13,15,16,20,26,33,34,36,43,45,48,49,50,54,57,67,68,71,78
991,2022332,3,5,7,8,9,13,16,19,29,35,43,48,53,55,56,59,65,68,69,75
992,2022331,9,13,21,23,24,26,28,30,36,44,46,48,53,55,58,60,62,71,75,76
993,2022330,2,3,5,6,11,16,21,24,29,30,31,34,43,50,52,60,61,71,74,80
994,2022329,10,13,17,19,25,26,27,28,29,31,35,37,38,48,52,56,57,59,65,72
995,2022328,3,18,21,24,26,27,30,31,32,42,43,44,50,53,60,61,71,73,77,79
996,2022327,2,8,9,11,18,21,29,39,40,48,56,57,58,63,64,67,70,75,76,77
997,2022326,1,2,6,9,14,15,18,22,31,33,47,48,51,53,55,61,67,74,77,78
998,2022325,2,3,4,15,18,20,21,23,31,32,37,38,40,45,51,53,55,57,67,72
999,2022324,6,7,16,17,18,20,25,34,38,46,49,52,55,56,63,64,68,69,78,79
1000,2022323,1,8,10,15,16,19,22,30,31,32,42,44,45,48,52,56,59,65,66,78
1001,2022322,4,11,13,17,19,21,24,30,32,43,44,45,50,52,62,64,69,71,73,78
1002,2022321,8,11,12,16,18,20,23,35,37,46,48,49,50,56,59,60,66,71,73,79
1003,2022320,4,5,7,8,10,13,25,26,31,35,42,59,60,63,64,66,73,74,76,78
1004,2022319,1,8,9,12,13,21,23,27,29,34,35,39,43,47,50,53,59,73,75,77
1005,2022318,2,7,8,17,20,23,35,39,42,46,47,52,53,55,58,59,61,65,67,80
1006,2022317,3,7,11,15,16,17,20,28,32,33,36,44,48,50,59,60,65,70,76,78
1007,2022316,10,12,14,16,17,22,29,30,33,34,37,41,47,51,53,63,68,73,75,78
1008,2022315,2,7,8,17,18,21,30,32,40,44,45,46,48,52,60,66,69,71,72,79
1009,2022314,7,8,9,12,13,22,27,31,33,38,42,47,51,56,59,61,62,63,76,80
1010,2022313,8,9,12,14,19,20,21,22,24,25,26,33,36,43,51,59,64,77,78,79
1011,2022312,2,3,7,21,28,31,33,34,40,42,49,54,57,62,64,69,75,76,79,80
1012,2022311,1,4,8,15,17,18,21,22,25,40,41,50,56,60,61,62,63,64,71,77
1013,2022310,2,8,14,15,16,20,25,35,39,41,44,45,52,53,58,59,63,73,74,80
1014,2022309,1,2,9,13,16,18,29,32,34,36,38,44,45,51,53,64,68,69,75,78
1015,2022308,8,12,19,24,26,35,37,38,40,41,42,45,48,51,52,58,62,67,73,74
1016,2022307,2,7,8,14,18,28,30,40,42,43,44,47,48,55,57,59,63,68,71,80
1017,2022306,3,12,14,16,22,24,27,31,32,35,45,48,58,62,64,67,71,73,74,78
1018,2022305,4,5,8,17,18,22,23,28,32,34,36,49,51,52,56,62,67,73,76,77
1019,2022304,1,2,3,4,8,10,13,14,15,17,19,38,52,53,56,58,64,65,75,78
1020,2022303,1,4,5,6,8,10,12,15,23,25,29,41,45,46,47,50,54,58,60,75
1021,2022302,4,5,16,19,24,29,30,31,33,45,46,51,53,61,64,65,66,70,71,78
1022,2022301,2,5,6,9,14,18,19,27,34,39,44,45,48,52,56,64,66,71,78,80
1023,2022300,7,15,21,23,26,27,28,30,32,36,42,44,45,48,53,64,67,76,78,80
1024,2022299,1,6,7,8,15,20,21,27,28,36,41,57,61,63,65,67,68,69,70,77
1025,2022298,2,6,8,10,12,18,21,27,33,35,37,41,47,51,52,57,61,68,69,72
1026,2022297,8,14,21,22,26,28,31,32,33,34,37,41,42,45,51,64,66,68,73,74
1027,2022296,1,3,6,8,16,22,23,30,31,32,39,42,44,53,54,64,65,70,79,80
1028,2022295,1,8,12,16,23,26,34,39,40,42,45,46,47,50,54,56,63,70,71,76
1029,2022294,5,8,12,20,25,29,35,43,44,45,48,54,56,58,59,65,69,72,73,75
1030,2022293,1,3,7,8,10,11,22,28,30,32,35,36,38,40,47,54,61,64,69,78
1031,2022292,2,3,4,8,10,12,21,25,29,32,35,37,42,45,46,48,50,56,71,76
1032,2022291,2,5,8,13,15,17,31,35,37,39,45,46,47,48,49,59,60,61,62,73
1033,2022290,4,15,17,19,21,24,37,38,41,46,48,55,56,59,60,68,71,74,77,80
1034,2022289,2,3,5,9,10,11,12,13,14,19,21,27,45,48,49,52,59,68,74,77
1035,2022288,4,6,8,15,17,18,22,26,29,31,37,38,39,43,47,49,50,58,63,65
1036,2022287,1,7,10,17,18,21,24,25,30,37,42,49,57,62,63,64,66,67,69,77
1037,2022286,1,3,5,7,15,16,18,23,29,31,40,47,48,50,54,63,64,68,69,74
1038,2022285,1,5,8,11,20,23,29,33,39,43,45,59,60,61,65,67,69,76,78,80
1039,2022284,7,11,13,15,17,20,22,31,33,34,36,37,47,53,56,60,62,63,74,77
1040,2022283,2,5,6,12,16,20,29,30,31,37,38,39,55,56,60,66,69,75,78,80
1041,2022282,11,14,16,18,23,30,32,39,41,47,48,49,50,53,58,62,64,67,72,73
1042,2022281,4,6,7,8,9,16,17,21,24,35,43,46,47,49,56,59,71,74,79,80
1043,2022280,6,9,17,19,28,33,39,45,46,51,55,57,58,62,63,66,76,77,78,79
1044,2022279,2,4,10,18,25,28,29,34,35,37,42,44,48,55,59,61,66,69,74,79
1045,2022278,8,9,11,14,23,24,29,33,40,50,55,56,60,61,62,65,66,69,72,79
1046,2022277,1,4,5,10,11,16,17,20,21,24,25,36,38,47,51,54,55,57,58,80
1047,2022276,8,17,18,23,26,29,35,36,39,40,57,61,62,65,66,68,69,72,73,79
1048,2022275,3,12,13,23,32,33,34,36,41,49,50,53,57,58,61,62,65,67,73,75
1049,2022274,1,2,5,13,17,21,24,25,26,40,43,44,50,56,60,64,67,74,76,77
1050,2022273,8,17,19,20,24,25,26,29,31,33,42,51,63,69,70,72,75,77,78,80
1051,2022272,4,10,15,18,21,25,26,27,29,31,39,42,44,46,58,60,67,68,72,80
1052,2022271,10,17,27,28,30,31,35,42,45,47,50,53,56,58,62,63,64,65,69,75
1053,2022270,2,5,9,10,21,23,24,26,32,36,41,42,54,59,60,64,65,66,68,70
1054,2022269,6,9,21,23,24,31,32,34,38,51,52,53,55,57,59,66,70,71,76,78
1055,2022268,1,2,6,14,20,31,32,34,38,39,41,43,44,50,51,52,54,67,75,80
1056,2022267,3,7,17,27,31,33,40,41,49,53,54,58,60,63,64,69,73,76,79,80
1057,2022266,1,3,13,17,21,24,29,34,37,41,45,47,51,52,55,58,59,62,71,77
1058,2022265,1,4,12,17,21,27,30,36,39,42,47,51,54,58,61,63,65,67,69,71
1059,2022264,1,8,12,16,19,22,25,31,38,45,52,60,61,68,69,70,71,76,78,80
1060,2022263,6,7,8,11,14,19,29,30,35,42,43,47,48,53,54,60,63,67,68,73
1061,2022262,2,3,4,5,12,22,24,29,41,42,44,49,52,53,56,57,68,69,74,79
1062,2022261,6,24,26,28,29,30,34,36,45,47,52,54,57,59,64,66,67,73,75,78
1063,2022260,1,8,9,12,14,18,19,20,24,28,36,39,43,49,54,59,61,62,68,76
1064,2022259,1,2,4,5,6,8,13,18,20,28,41,51,53,56,57,62,65,68,71,80
1065,2022258,2,3,8,14,15,22,24,25,40,43,44,46,47,50,57,61,64,69,73,79
1066,2022257,3,13,18,23,24,27,28,29,36,40,44,50,52,53,54,57,59,60,70,79
1067,2022256,4,12,13,17,18,21,23,24,31,37,39,42,43,51,54,57,61,62,63,70
1068,2022255,2,10,14,17,22,23,25,28,37,39,45,46,49,53,60,63,64,72,73,78
1069,2022254,2,11,20,26,27,28,31,39,45,49,50,51,54,56,66,67,69,70,75,80
1070,2022253,4,8,12,15,16,20,25,44,46,51,55,56,58,61,62,66,71,74,77,78
1071,2022252,6,15,16,17,28,29,31,32,40,42,44,45,46,51,52,57,65,66,68,69
1072,2022251,2,5,6,7,12,15,18,24,34,37,39,40,48,50,56,61,69,71,74,80
1073,2022250,5,8,11,16,17,19,20,22,23,32,36,38,40,46,49,56,57,61,69,76
1074,2022249,7,12,13,14,18,20,21,25,29,36,38,50,56,63,66,68,71,72,73,79
1075,2022248,1,2,4,8,23,25,26,28,30,32,34,36,41,44,48,49,58,63,65,78
1076,2022247,3,5,13,14,26,27,31,33,37,38,39,40,43,52,61,63,71,74,75,78
1077,2022246,2,3,11,13,18,22,25,26,32,35,41,47,61,62,65,68,70,72,74,78
1078,2022245,4,5,22,24,27,28,33,41,43,49,52,54,61,63,68,69,72,73,76,80
1079,2022244,3,6,7,15,30,35,36,37,42,46,47,51,55,59,61,62,70,71,73,79
1080,2022243,3,4,6,15,20,24,27,28,30,32,35,46,48,51,56,59,66,68,75,79
1081,2022242,1,6,12,14,16,19,24,26,28,33,36,42,47,51,57,58,59,65,70,78
1082,2022241,2,3,5,8,11,15,21,23,24,26,29,41,44,48,50,52,54,55,57,80
1083,2022240,9,13,18,19,23,24,25,26,33,34,37,42,44,47,52,61,66,67,71,74
1084,2022239,6,9,10,18,21,35,37,43,47,50,52,59,62,66,70,71,73,75,78,80
1085,2022238,5,7,12,13,24,28,40,42,47,49,52,53,55,58,61,64,65,66,67,70
1086,2022237,1,5,10,13,15,20,21,25,27,28,34,41,43,45,50,56,62,63,65,69
1087,2022236,3,5,6,8,10,20,24,34,39,40,48,54,55,57,61,68,69,70,71,77
1088,2022235,4,13,19,27,29,30,37,49,50,58,63,64,66,69,71,72,73,74,78,79
1089,2022234,5,6,12,16,24,32,35,36,38,45,47,55,57,59,61,63,68,74,78,80
1090,2022233,2,5,7,8,12,18,22,24,27,29,33,38,39,40,53,54,55,70,73,79
1091,2022232,3,4,8,9,13,21,23,30,33,36,43,49,51,63,70,71,73,76,77,78
1092,2022231,5,7,11,13,14,19,22,28,29,30,31,32,33,39,53,54,58,61,65,70
1093,2022230,1,15,16,20,24,28,30,32,34,38,43,47,56,61,63,65,68,76,79,80
1094,2022229,4,6,16,22,23,24,27,29,31,33,37,44,47,48,51,53,57,63,75,77
1095,2022228,6,13,17,18,30,31,34,35,36,44,48,49,54,55,56,57,60,61,65,70
1096,2022227,5,6,7,15,16,24,27,33,34,35,39,41,44,45,47,50,55,56,78,79
1097,2022226,1,2,7,10,14,15,16,21,26,32,34,37,38,39,46,52,58,63,65,73
1098,2022225,2,4,9,10,13,18,19,23,26,34,41,46,51,53,59,62,64,65,70,75
1099,2022224,4,15,20,22,24,25,29,31,33,35,37,40,42,44,46,50,55,59,63,72
1100,2022223,1,5,15,16,25,27,31,33,37,39,44,47,56,57,58,59,62,67,72,75
1101,2022222,4,9,12,16,18,22,29,33,39,42,44,46,47,49,51,65,68,73,76,80
1102,2022221,2,3,6,10,11,17,32,47,57,61,66,67,68,70,71,75,76,78,79,80
1103,2022220,3,8,11,12,15,16,18,23,29,33,36,37,41,43,44,47,48,50,53,70
1104,2022219,6,11,15,18,19,22,25,35,39,45,50,55,57,58,64,66,68,72,73,76
1105,2022218,2,3,7,9,15,16,18,29,33,34,39,44,48,55,56,59,61,65,71,72
1106,2022217,7,9,12,15,17,21,28,29,30,36,48,52,55,57,58,61,72,73,78,80
1107,2022216,1,5,21,22,26,30,32,47,53,56,59,63,65,66,68,70,71,74,75,80
1108,2022215,10,12,15,17,19,21,26,34,37,39,48,53,55,66,68,69,74,75,76,79
1109,2022214,1,4,5,20,21,26,28,29,38,41,46,47,48,50,58,59,67,69,75,80
1110,2022213,1,4,8,9,14,17,22,27,28,37,38,50,55,59,64,66,69,73,78,79
1111,2022212,3,4,5,8,15,19,25,27,35,36,38,39,41,58,60,64,68,74,76,77
1112,2022211,10,11,12,16,18,19,25,27,28,34,38,45,50,53,55,57,65,72,74,80
1113,2022210,3,8,12,13,14,18,19,20,27,29,32,36,52,55,56,58,66,73,78,79
1114,2022209,2,3,4,8,18,19,23,25,26,42,44,47,49,53,59,63,66,72,73,75
1115,2022208,2,4,5,9,14,23,24,25,26,33,35,41,42,43,52,54,62,63,64,74
1116,2022207,8,10,12,16,19,28,32,34,35,36,41,42,43,47,49,54,56,64,69,80
1117,2022206,3,5,9,16,19,23,28,31,32,35,36,38,41,42,48,49,52,56,64,80
1118,2022205,6,11,12,17,21,24,28,29,39,41,43,47,51,53,59,63,66,69,70,76
1119,2022204,5,6,12,21,22,26,27,29,30,37,39,41,43,48,49,50,51,62,74,76
1120,2022203,1,3,4,7,9,12,15,17,19,21,28,33,41,42,45,46,47,57,63,77
1121,2022202,1,5,8,10,12,14,15,17,25,35,38,40,46,48,54,55,57,60,68,79
1122,2022201,1,2,4,8,12,15,25,26,28,31,34,36,39,42,44,47,62,66,77,79
1123,2022200,5,7,12,14,19,21,22,26,30,33,38,42,44,59,64,65,70,71,75,79
1124,2022199,1,7,11,13,14,15,23,27,28,40,43,48,54,55,61,68,69,70,78,80
1125,2022198,14,15,17,18,19,20,26,28,34,45,47,50,51,64,66,69,73,75,77,80
1126,2022197,2,3,7,13,17,19,21,37,40,43,51,52,58,63,64,65,68,69,77,78
1127,2022196,1,5,7,8,11,12,17,21,23,27,36,53,56,57,63,64,70,72,77,78
1128,2022195,1,2,4,7,14,20,23,24,28,34,50,51,53,54,60,65,67,74,79,80
1129,2022194,3,4,8,15,21,26,31,35,46,48,53,54,61,64,66,69,72,74,75,76
1130,2022193,1,17,19,21,28,29,32,34,40,42,44,47,49,53,58,63,64,66,73,74
1131,2022192,1,13,19,22,25,33,34,41,46,49,51,53,58,60,62,66,69,74,78,80
1132,2022191,6,7,9,22,23,24,35,42,43,44,47,49,52,53,64,66,68,71,74,78
1133,2022190,2,4,5,13,16,20,28,29,32,34,35,36,38,43,51,53,55,59,61,65
1134,2022189,2,9,15,18,20,21,24,25,28,37,39,53,57,62,64,65,71,73,78,80
1135,2022188,6,10,14,15,25,29,37,44,45,47,50,55,58,60,62,63,64,68,70,79
1136,2022187,2,3,4,10,11,15,20,35,38,54,57,58,59,60,63,69,70,72,76,77
1137,2022186,6,9,11,13,14,18,25,30,31,40,47,49,51,57,61,62,63,66,75,80
1138,2022185,1,14,16,19,24,25,34,38,39,47,52,58,60,61,62,68,70,71,72,75
1139,2022184,3,7,12,27,30,31,33,36,39,42,45,48,52,58,59,63,70,72,76,78
1140,2022183,2,7,10,12,14,27,31,40,45,49,51,53,59,62,64,66,68,70,74,80
1141,2022182,2,3,8,9,15,17,21,24,35,36,38,44,46,52,55,64,67,77,78,79
1142,2022181,1,11,13,15,23,26,27,30,37,40,45,46,49,52,54,58,67,69,75,77
1143,2022180,1,2,6,7,9,19,23,33,36,40,43,45,50,52,55,57,65,68,73,75
1144,2022179,4,5,7,8,11,15,16,18,24,30,50,55,57,58,61,69,70,71,78,80
1145,2022178,1,4,5,13,15,23,24,25,31,41,42,44,49,51,52,53,56,63,71,72
1146,2022177,8,9,10,18,29,32,34,39,40,41,44,45,46,49,50,59,68,72,73,80
1147,2022176,3,9,10,16,20,25,30,36,37,40,44,57,58,60,68,69,72,77,78,80
1148,2022175,3,5,17,19,22,25,26,39,41,46,50,53,54,57,60,65,69,70,76,78
1149,2022174,1,2,5,12,16,21,22,40,43,49,52,56,61,64,65,70,72,73,79,80
1150,2022173,6,7,18,22,27,29,41,42,44,49,52,54,58,61,66,73,74,75,76,80
1151,2022172,3,6,8,13,15,20,31,34,38,39,43,44,55,57,61,63,71,76,77,78
1152,2022171,2,6,8,9,14,15,17,18,22,28,34,42,46,47,51,58,60,61,65,78
1153,2022170,3,4,6,19,22,27,28,29,35,36,40,43,44,49,51,58,73,75,76,78
1154,2022169,7,14,19,20,27,32,41,43,49,54,55,57,63,64,66,67,73,77,78,79
1155,2022168,3,4,11,16,19,27,29,35,40,42,49,50,54,62,63,72,74,75,79,80
1156,2022167,4,5,12,18,22,29,40,44,45,47,48,51,54,60,63,64,66,67,73,74
1157,2022166,3,9,12,15,16,17,19,20,25,27,30,33,38,42,44,52,57,59,66,69
1158,2022165,2,6,10,11,14,16,20,35,38,43,45,47,51,53,58,59,61,76,77,80
1159,2022164,3,5,13,14,26,33,38,42,44,46,47,48,49,53,56,63,67,69,73,75
1160,2022163,11,12,16,17,18,23,26,29,30,33,34,45,51,57,58,59,60,63,65,80
1161,2022162,4,5,15,21,24,30,43,47,49,50,52,55,59,60,63,65,70,71,74,79
1162,2022161,5,6,13,14,16,17,18,20,22,25,32,45,47,51,61,67,73,76,77,79
1163,2022160,13,14,18,20,23,24,33,34,42,47,50,51,56,58,60,62,63,65,68,75
1164,2022159,5,6,7,11,12,15,16,17,19,26,38,46,51,52,55,61,64,71,77,78
1165,2022158,2,9,11,13,16,23,26,27,28,35,39,40,45,46,49,51,61,63,71,75
1166,2022157,9,10,12,22,25,27,30,31,44,48,50,55,56,63,64,65,66,70,71,79
1167,2022156,3,4,8,9,19,22,33,38,40,41,43,46,51,60,65,66,67,68,69,72
1168,2022155,8,11,12,16,19,29,38,44,46,48,49,50,56,57,65,67,70,71,72,80
1169,2022154,1,8,10,11,15,17,30,32,36,47,49,54,56,57,58,71,75,77,79,80
1170,2022153,14,22,27,32,33,36,38,39,49,52,57,58,60,61,63,66,68,73,74,75
1171,2022152,7,11,18,19,20,22,24,29,31,32,41,45,47,49,58,63,66,67,70,78
1172,2022151,4,12,13,17,18,23,26,27,32,34,42,45,49,50,52,54,57,58,66,71
1173,2022150,2,8,12,17,21,33,34,36,40,45,46,47,57,58,59,61,62,63,68,73
1174,2022149,9,11,13,15,18,19,20,22,26,29,35,38,39,52,55,68,76,78,79,80
1175,2022148,2,4,8,21,22,25,28,35,37,39,46,52,60,62,63,66,67,72,78,80
1176,2022147,4,5,11,15,18,19,21,23,35,39,40,46,48,56,62,64,67,70,75,76
1177,2022146,3,11,17,19,20,24,26,27,33,38,41,42,44,47,52,64,69,71,72,76
1178,2022145,1,12,14,20,24,29,32,33,34,35,36,43,50,65,68,69,72,75,76,78
1179,2022144,2,3,6,7,11,12,17,25,26,28,35,46,57,64,65,69,70,74,77,80
1180,2022143,7,9,11,25,32,37,38,40,42,44,45,56,63,64,66,67,68,71,76,77
1181,2022142,1,3,8,11,14,21,25,32,40,46,48,49,52,54,60,64,75,76,77,78
1182,2022141,2,10,11,12,13,15,17,20,28,30,35,38,47,51,52,56,66,69,73,80
1183,2022140,1,2,10,18,19,20,21,25,27,28,31,32,34,37,40,41,57,71,75,80
1184,2022139,1,3,7,18,24,30,36,42,43,50,52,53,54,59,60,62,66,71,73,74
1185,2022138,1,3,5,10,11,13,14,16,20,25,31,35,39,41,42,54,60,62,65,78
1186,2022137,6,20,26,34,35,36,41,42,45,48,50,53,58,59,61,63,64,70,74,78
1187,2022136,3,11,19,20,22,30,32,38,40,48,49,54,58,60,63,67,73,74,77,80
1188,2022135,3,4,5,6,9,10,14,16,20,23,25,44,49,50,55,57,58,68,76,78
1189,2022134,7,10,13,19,22,26,29,31,36,38,43,44,50,53,56,57,60,61,74,80
1190,2022133,3,6,16,17,23,27,29,30,38,40,41,46,48,53,58,60,62,63,66,69
1191,2022132,1,3,16,26,29,32,35,36,39,45,59,61,64,66,67,69,72,73,75,77
1192,2022131,3,5,7,9,12,15,23,26,36,39,42,51,53,55,57,62,64,67,72,75
1193,2022130,2,4,7,14,15,22,24,27,28,38,39,40,50,52,53,56,58,64,70,71
1194,2022129,5,8,10,11,17,18,23,24,31,32,36,41,48,49,65,66,71,74,77,79
1195,2022128,2,3,8,10,11,14,16,17,19,21,35,36,40,47,52,58,63,65,67,76
1196,2022127,3,5,13,23,28,32,35,36,37,40,53,62,63,66,72,73,74,76,77,79
1197,2022126,2,4,6,10,13,22,26,31,41,49,51,59,62,64,66,70,71,73,76,79
1198,2022125,3,6,11,15,16,23,27,29,30,39,42,44,57,66,72,75,76,78,79,80
1199,2022124,3,10,17,18,19,20,31,33,38,46,52,53,54,55,59,60,65,66,79,80
